总运行时间: 36.65秒

按总时间排序:
==================================================
         12294852 function calls (12199946 primitive calls) in 35.562 seconds

   Ordered by: internal time
   List reduced from 1651 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/_datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.DoubleVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:793(Action)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/miscutils.py:103(working_dir)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:189(InputSource)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/http/__init__.py:154(HTTPMethod)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/header.py:175(Header)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/http/client.py:1502(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.junction_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.multientryexit_swigregister}
        6    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.person_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicle.py:37(StopData)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/options.py:36(ConfigurationReader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1650(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ssl.py:154(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_route.py:24(RouteDomain)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.routeprobe_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_trafficlight.py:95(Constraint)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIJunctionFoe_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.trafficlight_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.simulation_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:1279(XMLPullParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/output/__init__.py:49(AbstractHandler__asList)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1002(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.vehicletype_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_person.py:24(Reservation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:38(_UFuncBinaryResolutionError)
        6    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.StringStringPair_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/__init__.py:104(Phase)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIVehicleDataVectorWrapped_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:718(IndexExpression)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/__init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:656(FatalTraCIError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/output/convert/fcdfilter.py:22(Filter)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1692(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/py3k.py:95(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:138(VehAttribute)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:888(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1019(_AppendAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1126(_VersionAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/parser.py:78(BytesParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/_exceptions.py:9(SAXException)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/signal.py:8(Signal)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_routeprobe.py:24(RouteProbeDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/output/inductionloop.py:23(InductLoopReader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/handler.py:345(LexicalHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/sensors/inductive_loop.py:28(InductiveLoop)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.FatalTraCIError_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:6821(_frommethod)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/line.py:8(Line)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:88(_LogNormalDistribution)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/_exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/sensors/inductive_loop.py:44(InductiveLoopReader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/_globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/bus.py:8(Bus)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/options.py:144(OptionReader)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIException_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:573(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIStageVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:79(_NormalDistribution)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/step.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/files/selection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:1106(_ListDataStream)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1265(FileType)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_simulation.py:175(Collision)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.StringVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1084(_CountAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:132(AxisError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/feedparser.py:530(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/http/client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_variablespeedsign.py:23(VariableSpeedSignDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/options.py:497(SplitAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIPosition_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIReservation_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCINextStopDataVectorWrapped_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIRoadPosition_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:927(_StoreAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIResult_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1320(Namespace)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/__init__.py:59(exe)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.StringDoublePair_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.gui_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:120(_GammaDistribution)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.IntVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1057(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:97(_NormalCappedDistribution)
        3    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:867(__init__)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIReservationVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/lane.py:8(Lane)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIPhaseVector_swigregister}
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:762(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/color.py:21(RGBAColor)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCICollisionVectorWrapped_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.lane_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:962(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:764(ArgumentError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.IntStringPair_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:679(RawDescriptionHelpFormatter)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/response.py:37(addclosehook)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/roundabout.py:21(Roundabout)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.calibrator_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_rerouter.py:25(RerouterDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_meandata.py:23(MeanDataDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCINextStopDataVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/numeric.py:61(ComplexWarning)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCISignalConstraintVector_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1156(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1416(UnknownHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.IntIntPair_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIIntList_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCINextTLSDataVectorWrapped_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/shapes/poi.py:61(PoIReader)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIColor_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.TraCIPositionVector_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.inductionloop_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:111(_UniformDistribution)
